Protein.Group,Protein.Names,Genes,First.Protein.Description,Bt1_DIA,Bt2_DIA,Bt3_DIA,STS1_DIA,STS2_DIA,STS3_DIA,Average Bt,Average ST,Fold Change,log2 Fold Change ST
P34931,HS71L_HUMAN,HSPA1L,Heat shock 70 kDa protein 1-like,129000000,127000000,120000000,112000000,117000000,116000000,125333333.333333,115000000,0.917553191489362,-0.124136300012106
P34932,HSP74_HUMAN,HSPA4,Heat shock 70 kDa protein 4,15100000,13300000,13900000,12000000,14500000,14300000,14100000,13600000,0.964539007092199,-0.0520885111484542
P34949,MPI_HUMAN,MPI,Mannose-6-phosphate isomerase,1820000,2130000,2180000,1910000,2100000,2290000,2043333.33333333,2100000,1.02773246329527,0.0394647546964973
P35080,PROF2_HUMAN,PFN2,Profilin-2,4690000,5120000,4580000,6460000,6270000,5290000,4796666.66666667,6006666.66666667,1.25225851285615,0.324532419073241
P35219,CAH8_HUMAN,CA8,Carbonic anhydrase-related protein,180757,186291,280678,160978,278435,175613,215908.666666667,205008.666666667,0.949515690276444,-0.0747362544946978
P35221,CTNA1_HUMAN,CTNNA1,Catenin alpha-1,1000000,931416,878218,1010000,957384,944341,936544.666666667,970575,1.03633604946409,0.0514918971188793
P35222,CTNB1_HUMAN,CTNNB1,Catenin beta-1,1550000,1210000,1050000,1300000,1670000,2090000,1270000,1686666.66666667,1.32808398950131,0.409346387200988
P35232,PHB1_HUMAN,PHB1,Prohibitin 1,4600000,4350000,4920000,4160000,3600000,2300000,4623333.33333333,3353333.33333333,0.725306416726748,-0.463337482518075
P35237,SPB6_HUMAN,SERPINB6,Serpin B6,2290000,2260000,2190000,2130000,2280000,2760000,2246666.66666667,2390000,1.06379821958457,0.0892245275200465
P35241,RADI_HUMAN,RDX,Radixin,850721,795746,853080,1040000,931247,908990,833182.333333333,960079,1.15230359741185,0.204520873703584
P35244,RFA3_HUMAN,RPA3,Replication protein A 14 kDa subunit,2530000,2350000,2130000,2480000,2900000,2560000,2336666.66666667,2646666.66666667,1.13266761768902,0.179724563132335
P35249,RFC4_HUMAN,RFC4,Replication factor C subunit 4,915598,1200000,1290000,1040000,1100000,958507,1135199.33333333,1032835.66666667,0.909827583878074,-0.136334920401947
P35250,RFC2_HUMAN,RFC2,Replication factor C subunit 2,1370000,1200000,1320000,1100000,1020000,1130000,1296666.66666667,1083333.33333333,0.83547557840617,-0.259330437070375
P35251,RFC1_HUMAN,RFC1,Replication factor C subunit 1,1340000,1180000,733354,1120000,356591,213275,1084451.33333333,563288.666666667,0.519422724978591,-0.945018960931258
P35268,RL22_HUMAN,RPL22,Large ribosomal subunit protein eL22,30700000,30600000,31600000,17700000,23600000,21400000,30966666.6666667,20900000,0.67491926803014,-0.567213153580614
P35269,T2FA_HUMAN,GTF2F1,General transcription factor IIF subunit 1,421055,490156,429536,383797,437679,406014,446915.666666667,409163.333333333,0.9155269413245,-0.127325753874736
P35270,SPRE_HUMAN,SPR,Sepiapterin reductase,777947,730907,666464,724636,714303,808857,725106,749265.333333333,1.03331834701869,0.0472847913861617
P35443,TSP4_HUMAN,THBS4,Thrombospondin-4,94181.5,33313.7,82333.4,62346.1,51230.5,262970,69942.8666666667,125515.533333333,1.7945437371264,0.843617085353162
P35520,CBS_HUMAN,CBS,Cystathionine beta-synthase,982403,1010000,917146,887340,925798,792242,969849.666666667,868460,0.895458368290068,-0.159301734990632
P35527,K1C9_HUMAN,KRT9,"Keratin, type I cytoskeletal 9",2670000,3250000,6120000,4110000,4700000,5170000,4013333.33333333,4660000,1.16112956810631,0.215528968615734
P35573,GDE_HUMAN,AGL,Glycogen debranching enzyme,1220000,1520000,1300000,1330000,1510000,1290000,1346666.66666667,1376666.66666667,1.02227722772277,0.0317864886676507
P35579,MYH9_HUMAN,MYH9,Myosin-9,9360000,9490000,9590000,9700000,9360000,9890000,9480000,9650000,1.01793248945148,0.0256418832571836
P35580,MYH10_HUMAN,MYH10,Myosin-10,4590000,4690000,4460000,4630000,4810000,4900000,4580000,4780000,1.04366812227074,0.0616630198838048
P35606,COPB2_HUMAN,COPB2,Coatomer subunit beta',3040000,2990000,3080000,2730000,3250000,3080000,3036666.66666667,3020000,0.994511525795829,-0.00794000375581559
P35611,ADDA_HUMAN,ADD1,Alpha-adducin,873360,879844,827227,922618,817367,972971,860143.666666667,904318.666666667,1.05135769954709,0.0722535956232452
P35612,ADDB_HUMAN,ADD2,Beta-adducin,144430,144430,144430,159928,137044,146598,144430,147856.666666667,1.02372544946802,0.0338288542053017
P35613,BASI_HUMAN,BSG,Basigin,6520000,7100000,7300000,6990000,8130000,7720000,6973333.33333333,7613333.33333333,1.09177820267686,0.126679799115901
P35637,FUS_HUMAN,FUS,RNA-binding protein FUS,10500000,10900000,12100000,9400000,10300000,8950000,11166666.6666667,9550000,0.855223880597015,-0.22562595658823
P35658,NU214_HUMAN,NUP214,Nuclear pore complex protein Nup214,450472,423581,712172,680960,650851,611889,528741.666666667,647900,1.22536210184558,0.293208137262757
P35754,GLRX1_HUMAN,GLRX,Glutaredoxin-1,253700,253700,412327,531666,531666,531666,306575.666666667,531666,1.7342080856602,0.794277016286827
P35813,PPM1A_HUMAN,PPM1A,Protein phosphatase 1A,1150000,903572,885862,964255,1150000,1170000,979811.333333333,1094751.66666667,1.11730863832969,0.160027761902319
P35908,K22E_HUMAN,KRT2,"Keratin, type II cytoskeletal 2 epidermal",2820000,2910000,5540000,3510000,7780000,5970000,3756666.66666667,5753333.33333333,1.53149955634428,0.614944949006734
P35914,HMGCL_HUMAN,HMGCL,"Hydroxymethylglutaryl-CoA lyase, mitochondrial",147713,126800,123394,104150,117612,104150,132635.666666667,108637.333333333,0.819065761597559,-0.287948806486362
P35998,PRS7_HUMAN,PSMC2,26S proteasome regulatory subunit 7,4340000,4160000,4770000,4300000,4560000,4400000,4423333.33333333,4420000,0.999246420497363,-0.00108759525760547
P36404,ARL2_HUMAN,ARL2,ADP-ribosylation factor-like protein 2,4270000,5460000,4490000,4250000,5550000,4630000,4740000,4810000,1.01476793248945,0.0211498348717827
P36405,ARL3_HUMAN,ARL3,ADP-ribosylation factor-like protein 3,2270000,1790000,2010000,1910000,1970000,1990000,2023333.33333333,1956666.66666667,0.967051070840198,-0.0483360131456297
P36507,MP2K2_HUMAN,MAP2K2,Dual specificity mitogen-activated protein kinase kinase 2,599807,625376,802140,647513,735392,716831,675774.333333333,699912,1.03571853128485,0.0506319869123591
P36542,ATPG_HUMAN,ATP5F1C,"ATP synthase subunit gamma, mitochondrial",5540000,5480000,4980000,5860000,6250000,5410000,5333333.33333333,5840000,1.095,0.130930869826449
P36543,VATE1_HUMAN,ATP6V1E1,V-type proton ATPase subunit E 1,1250000,1080000,982493,1020000,1070000,1290000,1104164.33333333,1126666.66666667,1.02037951476426,0.0291058406615307
P36551,HEM6_HUMAN,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",1390000,1420000,1290000,1520000,1590000,1520000,1366666.66666667,1543333.33333333,1.12926829268293,0.17538828375479
P36578,RL4_HUMAN,RPL4,Large ribosomal subunit protein uL4,19100000,18900000,21100000,19000000,22000000,15600000,19700000,18866666.6666667,0.957698815566836,-0.0623560773456501
P36639,8ODP_HUMAN,NUDT1,Oxidized purine nucleoside triphosphate hydrolase,524063,524992,580881,618091,552960,513907,543312,561652.666666667,1.03375715365511,0.047897312958384
P36776,LONM_HUMAN,LONP1,"Lon protease homolog, mitochondrial",1690000,1560000,1480000,1400000,1460000,1730000,1576666.66666667,1530000,0.970401691331924,-0.0433460299255872
P36871,PGM1_HUMAN,PGM1,Phosphoglucomutase-1,1850000,1880000,1820000,1620000,1950000,1780000,1850000,1783333.33333333,0.963963963963964,-0.0529488799489591
P36873,PP1G_HUMAN,PPP1CC,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,2340000,2520000,2530000,2620000,2060000,1790000,2463333.33333333,2156666.66666667,0.875507442489851,-0.191808652153644
P36915,GNL1_HUMAN,GNL1,Guanine nucleotide-binding protein-like 1,1100000,1290000,1230000,1180000,1180000,1270000,1206666.66666667,1210000,1.00276243093923,0.00397985091254524
P36955,PEDF_HUMAN,SERPINF1,Pigment epithelium-derived factor,870725,764619,1110000,1040000,913917,1840000,915114.666666667,1264639,1.38194594192932,0.466701182415143
P36957,ODO2_HUMAN,DLST,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",5800000,6080000,6100000,5610000,6150000,6030000,5993333.33333333,5930000,0.989432703003337,-0.0153265102472874
P36969,GPX4_HUMAN,GPX4,Phospholipid hydroperoxide glutathione peroxidase GPX4,407699,334272,269393,529226,339047,511320,337121.333333333,459864.333333333,1.36409146459633,0.44794038270191
P37108,SRP14_HUMAN,SRP14,Signal recognition particle 14 kDa protein,6450000,6600000,6720000,7030000,9390000,5050000,6590000,7156666.66666667,1.08598887202833,0.119009320129565
P37198,NUP62_HUMAN,NUP62,Nuclear pore glycoprotein p62,962639,977590,1210000,1110000,923052,1360000,1050076.33333333,1131017.33333333,1.07708106299574,0.107126833708435
P37235;P84074,HPCA_HUMAN;HPCL1_HUMAN,HPCA;HPCAL1,Hippocalcin-like protein 1,107048,218330,285966,151381,263895,349588,203781.333333333,254954.666666667,1.2511188463451,0.323218840573937
P37268,FDFT_HUMAN,FDFT1,Squalene synthase,3270000,3150000,2840000,3330000,3510000,3310000,3086666.66666667,3383333.33333333,1.09611231101512,0.132395628812302
P37802,TAGL2_HUMAN,TAGLN2,Transgelin-2,18400000,17700000,15300000,15100000,18600000,17900000,17133333.3333333,17200000,1.00389105058366,0.00560270622937599
P37837,TALDO_HUMAN,TALDO1,Transaldolase,10700000,9640000,7220000,7090000,8490000,10700000,9186666.66666667,8760000,0.95355587808418,-0.0686106123819616
P37840,SYUA_HUMAN,SNCA,Alpha-synuclein,694909,765867,762105,721519,717753,917081,740960.333333333,785451,1.0600445997784,0.0841249652842398
P38117,ETFB_HUMAN,ETFB,Electron transfer flavoprotein subunit beta,6950000,7160000,6320000,7140000,7310000,6960000,6810000,7136666.66666667,1.04796867351933,0.0675955916522821
P38159,RBMX_HUMAN,RBMX,"RNA-binding motif protein, X chromosome",10900000,11100000,9000000,12800000,11000000,8010000,10333333.3333333,10603333.3333333,1.02612903225806,0.0372121563779134
P38432,COIL_HUMAN,COIL,Coilin,265596,226436,144927,151948,95467.8,129309,212319.666666667,125574.933333333,0.591442777321617,-0.75768950175397
P38571,LICH_HUMAN,LIPA,Lysosomal acid lipase/cholesteryl ester hydrolase,341954,341954,365350,334164,334164,644992,349752.666666667,437773.333333333,1.25166546264122,0.323849019234866
P38606,VATA_HUMAN,ATP6V1A,V-type proton ATPase catalytic subunit A,2760000,3970000,4270000,2760000,3420000,2800000,3666666.66666667,2993333.33333333,0.816363636363636,-0.292716173670875
P38646,GRP75_HUMAN,HSPA9,"Stress-70 protein, mitochondrial",22600000,22200000,21000000,21800000,24300000,24800000,21933333.3333333,23633333.3333333,1.07750759878419,0.107698043504275
P38919,IF4A3_HUMAN,EIF4A3,Eukaryotic initiation factor 4A-III,32100000,20700000,29600000,31200000,29600000,31100000,27466666.6666667,30633333.3333333,1.11529126213592,0.157420524105816
P39019,RS19_HUMAN,RPS19,Small ribosomal subunit protein eS19,13400000,15300000,14600000,13300000,13200000,11500000,14433333.3333333,12666666.6666667,0.877598152424942,-0.188367606395777
P39023,RL3_HUMAN,RPL3,Large ribosomal subunit protein uL3,14300000,14800000,14900000,14300000,14900000,11900000,14666666.6666667,13700000,0.934090909090909,-0.0983651298429767
P39656,OST48_HUMAN,DDOST,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,3800000,4080000,3600000,4140000,3940000,3930000,3826666.66666667,4003333.33333333,1.04616724738676,0.0651135090299463
P39687,AN32A_HUMAN,ANP32A,Acidic leucine-rich nuclear phosphoprotein 32 family member A,15000000,14200000,14600000,17100000,16900000,16100000,14600000,16700000,1.14383561643836,0.193879733594035
P39748,FEN1_HUMAN,FEN1,Flap endonuclease 1,2450000,2850000,2680000,2420000,3070000,1990000,2660000,2493333.33333333,0.93734335839599,-0.093350476334709
P40123,CAP2_HUMAN,CAP2,Adenylyl cyclase-associated protein 2,214410,160128,184103,279303,279303,279303,186213.666666667,279303,1.49990602193538,0.584872110097691
P40222,TXLNA_HUMAN,TXLNA,Alpha-taxilin,963075,778453,937192,669217,1260000,726426,892906.666666667,885214.333333333,0.991385064508422,-0.0124825705172309
P40227,TCPZ_HUMAN,CCT6A,T-complex protein 1 subunit zeta,14400000,15200000,15300000,14200000,16100000,16500000,14966666.6666667,15600000,1.04231625835189,0.0597930848422578
P40429,RL13A_HUMAN,RPL13A,Large ribosomal subunit protein uL13,16400000,19400000,14500000,16300000,11700000,9000000,16766666.6666667,12333333.3333333,0.73558648111332,-0.443033129289215
P40616,ARL1_HUMAN,ARL1,ADP-ribosylation factor-like protein 1,1830000,2950000,1730000,2180000,1650000,1890000,2170000,1906666.66666667,0.878648233486943,-0.186642396387246
P40692,MLH1_HUMAN,MLH1,DNA mismatch repair protein Mlh1,50411.6,70588.8,39417.5,58275.9,58275.9,101625,53472.6333333333,72725.6,1.360052712322,0.443662567896068
P40763,STAT3_HUMAN,STAT3,Signal transducer and activator of transcription 3,761832,615828,898131,710676,856478,764799,758597,777317.666666667,1.02467801305129,0.0351706395341309
P40925,MDHC_HUMAN,MDH1,"Malate dehydrogenase, cytoplasmic",18400000,22400000,16200000,21200000,19100000,21400000,19000000,20566666.6666667,1.08245614035088,0.114308570097314
P40926,MDHM_HUMAN,MDH2,"Malate dehydrogenase, mitochondrial",24100000,22400000,22200000,24400000,24400000,25600000,22900000,24800000,1.08296943231441,0.114992522289931
P40937,RFC5_HUMAN,RFC5,Replication factor C subunit 5,832813,814493,878646,892392,830494,925296,841984,882727.333333333,1.04838967644674,0.0681750525481215
P40938,RFC3_HUMAN,RFC3,Replication factor C subunit 3,457408,635348,540356,465661,474095,490360,544370.666666667,476705.333333333,0.875699890760707,-0.191491563295188
P40939,ECHA_HUMAN,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",4510000,4660000,5030000,4730000,5000000,4960000,4733333.33333333,4896666.66666667,1.03450704225352,0.0489434661642355
P41091,IF2G_HUMAN,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,5760000,5410000,5500000,5880000,6370000,5390000,5556666.66666667,5880000,1.05818836232753,0.0815964565711036
P41214,EIF2D_HUMAN,EIF2D,Eukaryotic translation initiation factor 2D,2120000,1990000,2510000,1830000,2060000,1810000,2206666.66666667,1900000,0.861027190332326,-0.215869297755114
P41223,BUD31_HUMAN,BUD31,Protein BUD31 homolog,6310000,4720000,4210000,5250000,5370000,3980000,5080000,4866666.66666667,0.958005249343832,-0.0618945337259423
P41227,NAA10_HUMAN,NAA10,N-alpha-acetyltransferase 10,1430000,1200000,1360000,1210000,1290000,1280000,1330000,1260000,0.947368421052632,-0.0780025120012732
P41236,IPP2_HUMAN,PPP1R2,Protein phosphatase inhibitor 2,771605,681012,763052,737779,780264,559419,738556.333333333,692487.333333333,0.937622903059979,-0.0929202843768883
P41240,CSK_HUMAN,CSK,Tyrosine-protein kinase CSK,1190000,1140000,1180000,1300000,1260000,1390000,1170000,1316666.66666667,1.12535612535613,0.170381622759905
P41250,GARS_HUMAN,GARS1,Glycine--tRNA ligase,3290000,3520000,3060000,3330000,3180000,3630000,3290000,3380000,1.0273556231003,0.038935662546943
P41252,SYIC_HUMAN,IARS1,"Isoleucine--tRNA ligase, cytoplasmic",3680000,3680000,3680000,3770000,3990000,3550000,3680000,3770000,1.02445652173913,0.0348587572116513
P41440,S19A1_HUMAN,SLC19A1,Reduced folate transporter,370249,427118,391035,537817,436969,469620,396134,481468.666666667,1.21541868828898,0.281453380058431
P41567,EIF1_HUMAN,EIF1,Eukaryotic translation initiation factor 1,2920000,2810000,3690000,3200000,3420000,3300000,3140000,3306666.66666667,1.05307855626327,0.074613060774092
P41743,KPCI_HUMAN,PRKCI,Protein kinase C iota type,492491,598445,590006,574017,491873,703948,560314,589946,1.05288463254532,0.0743473649742126
P42025,ACTY_HUMAN,ACTR1B,Beta-centractin,301826,319663,343040,302679,403523,288631,321509.666666667,331611,1.03141844361341,0.0446297488577368
P42126,ECI1_HUMAN,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",4010000,4680000,4830000,4480000,5320000,5670000,4506666.66666667,5156666.66666667,1.14423076923077,0.194378045166851
P42166,LAP2A_HUMAN,TMPO,"Lamina-associated polypeptide 2, isoform alpha",2910000,3030000,3700000,3250000,3300000,3930000,3213333.33333333,3493333.33333333,1.08713692946058,0.120533665307489
P42167,LAP2B_HUMAN,TMPO,"Lamina-associated polypeptide 2, isoforms beta/gamma",873580,800755,781031,876706,946371,870973,818455.333333333,898016.666666667,1.09720913297651,0.133838536089459
P42224,STAT1_HUMAN,STAT1,Signal transducer and activator of transcription 1-alpha/beta,1470000,1390000,1370000,1430000,1670000,1260000,1410000,1453333.33333333,1.03073286052009,0.0436704716569765
P42285,MTREX_HUMAN,MTREX,Exosome RNA helicase MTR4,1340000,1480000,1530000,1330000,1440000,1240000,1450000,1336666.66666667,0.92183908045977,-0.11741316428117
P42345,MTOR_HUMAN,MTOR,Serine/threonine-protein kinase mTOR,410495,385756,366060,433330,316271,459196,387437,402932.333333333,1.03999445931424,0.0565758422691036
P42566,EPS15_HUMAN,EPS15,Epidermal growth factor receptor substrate 15,390384,343632,364284,356360,372831,368752,366100,365981,0.999674952198853,-0.000469021082032998
P42574,CASP3_HUMAN,CASP3,Caspase-3,1310000,1530000,1260000,1160000,1730000,1450000,1366666.66666667,1446666.66666667,1.05853658536585,0.0820711329390333
P42677,RS27_HUMAN,RPS27,Small ribosomal subunit protein eS27,15600000,14400000,16200000,12000000,15500000,9750000,15400000,12416666.6666667,0.806277056277056,-0.310652426066534
P42696,RBM34_HUMAN,RBM34,RNA-binding protein 34,648563,491835,464938,629417,587305,351345,535112,522689,0.976784299361629,-0.0338880839715072
P42704,LPPRC_HUMAN,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",5870000,6030000,5690000,5910000,6060000,5220000,5863333.33333333,5730000,0.977259806708357,-0.0331859379938998
P42765,THIM_HUMAN,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",3220000,3810000,3190000,2790000,3310000,3130000,3406666.66666667,3076666.66666667,0.903131115459883,-0.146992643291847
P42766,RL35_HUMAN,RPL35,Large ribosomal subunit protein uL29,25600000,22400000,18700000,17200000,17600000,15100000,22233333.3333333,16633333.3333333,0.748125937031484,-0.418646945847324
P42771,CDN2A_HUMAN,CDKN2A,Cyclin-dependent kinase inhibitor 2A,3240000,3050000,3400000,2940000,3430000,3390000,3230000,3253333.33333333,1.00722394220846,0.0103844821478052
P42785,PCP_HUMAN,PRCP,Lysosomal Pro-X carboxypeptidase,806049,741102,790479,893089,735975,643011,779210,757358.333333333,0.971956639844629,-0.0410361399826877
P42858,HD_HUMAN,HTT,Huntingtin,169276,99554.9,148661,181958,120220,176218,139163.966666667,159465.333333333,1.14588091409678,0.196457119514428
P43003,EAA1_HUMAN,SLC1A3,Excitatory amino acid transporter 1,189363,175246,170554,181852,162208,192551,178387.666666667,178870.333333333,1.00270571769722,0.00389825409130882
P43034,LIS1_HUMAN,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit beta,1660000,1670000,1640000,1920000,1890000,2240000,1656666.66666667,2016666.66666667,1.21730382293763,0.283689290599671
